university,sex,age,address,motherEducation,fatherEducation,motherJob,fatherJob,reason,travelTime,studyTime,failures,universitySupport,paid,higher,internet,romantic,freeTime,goOut,Dalc,Walc,absences,finalGrade,grade_label
1,1,17,1,4,4,3,4,1,1,1,0,0,0,1,1,0,2,3,1,2,4,16,1
1,1,16,0,3,3,4,2,1,3,1,0,0,1,1,1,0,3,4,3,5,8,10,2
1,0,17,1,4,4,3,4,1,2,1,1,0,0,1,1,0,2,4,2,3,24,18,0
1,0,16,1,4,4,4,4,3,1,2,0,0,1,1,1,0,5,2,1,2,0,10,2
1,0,16,1,4,3,1,2,1,1,2,0,0,0,1,1,0,3,5,1,5,2,16,1
1,0,16,1,2,3,2,2,3,1,2,0,1,1,1,0,0,4,3,1,3,6,10,2
1,0,17,1,1,1,2,2,0,1,2,0,0,1,1,0,0,4,4,1,3,4,10,2
1,0,17,0,2,2,2,2,3,1,1,0,0,0,1,1,0,3,2,1,2,18,6,3
1,0,16,0,2,2,3,3,3,2,4,0,0,1,1,1,0,3,5,1,1,6,11,2
1,0,17,1,3,4,0,3,1,1,3,1,0,1,1,1,1,4,3,3,4,28,9,3
1,0,16,1,3,1,3,2,0,1,2,3,0,1,1,1,0,3,3,2,2,5,7,3
1,0,16,1,4,3,4,2,2,1,2,0,0,1,1,1,1,3,2,1,1,10,13,2
1,0,16,1,1,1,0,2,1,2,1,0,0,1,1,0,0,3,2,1,4,6,10,2
1,0,17,0,4,3,4,2,3,2,3,0,0,1,1,1,1,4,2,1,1,6,7,3
1,0,19,1,3,3,2,2,3,1,4,0,0,1,1,1,0,3,3,1,2,10,8,3
1,1,17,1,4,4,3,2,1,1,2,0,0,1,1,1,1,3,5,4,5,13,13,2
1,0,16,1,2,2,2,2,3,1,2,0,1,1,1,1,0,3,4,1,1,0,14,1
1,1,18,1,2,2,3,2,1,1,2,1,0,1,1,1,0,4,4,2,4,15,8,3
1,0,17,0,4,4,3,2,2,1,1,0,0,1,1,0,0,2,1,1,2,12,10,2
1,0,17,1,3,2,2,2,3,2,2,0,0,1,1,1,0,4,4,1,3,2,15,1
1,0,17,1,4,3,2,2,3,1,2,2,0,1,1,1,1,4,5,2,4,22,4,3
1,1,18,1,3,3,3,1,1,1,2,1,0,1,1,1,0,2,4,2,4,13,8,3
1,0,17,1,2,3,0,2,1,2,1,0,0,1,1,0,0,3,3,1,4,3,8,3
1,0,17,1,2,2,0,0,0,1,3,0,0,1,1,1,0,3,3,1,1,4,10,2
1,0,17,0,2,1,0,3,3,2,2,0,0,0,1,1,0,2,5,1,2,2,6,3
1,0,17,1,1,1,0,2,3,1,3,1,0,0,1,0,1,3,4,1,1,0,0,3
1,0,16,1,2,3,3,4,2,1,2,0,1,0,1,1,0,3,1,1,1,2,17,1
1,1,18,1,2,2,2,2,1,2,2,0,0,1,1,1,0,3,3,5,5,0,13,2
1,0,16,1,4,4,4,3,1,1,3,0,0,0,1,1,0,3,2,1,1,0,14,1
1,0,18,0,3,1,2,2,3,1,2,1,0,0,1,1,1,3,3,1,1,16,7,3
1,0,17,1,3,2,2,2,0,1,2,0,0,0,1,1,0,3,4,1,3,10,15,1
1,1,17,1,2,3,3,3,3,1,2,0,0,1,1,1,0,3,3,1,3,2,12,2
1,1,18,1,2,1,0,2,0,4,2,0,1,1,1,1,1,3,2,4,5,14,9,3
1,0,17,1,2,1,2,2,0,2,3,0,0,0,1,1,1,2,3,1,2,10,12,2
1,0,17,1,4,3,1,2,3,1,2,0,0,0,1,1,1,2,3,1,2,14,14,1
1,1,17,0,2,2,2,2,0,2,2,0,0,1,1,1,0,5,2,1,1,4,11,2
1,1,17,1,4,4,4,4,3,1,2,0,1,0,1,1,1,5,5,1,3,14,9,3
1,1,16,1,4,4,1,2,3,1,2,0,0,1,1,1,0,2,4,2,4,2,13,2
1,1,16,1,1,1,2,2,1,2,2,0,0,1,1,1,0,4,2,1,1,18,6,3
1,1,16,1,3,2,0,2,3,2,3,0,0,0,1,1,1,3,3,1,3,10,10,2
1,1,17,1,2,2,2,2,1,1,2,0,0,1,1,1,1,4,2,5,5,4,13,2
1,0,16,1,2,1,2,2,1,1,1,0,0,0,1,1,1,5,2,1,1,20,12,2
1,0,17,0,2,1,0,3,0,3,2,0,0,0,1,0,0,1,1,1,1,2,11,2
1,1,18,1,2,2,2,3,3,1,2,1,0,0,0,1,0,5,4,3,5,0,0,3
1,1,17,1,4,3,1,2,0,2,2,0,0,0,1,1,1,5,5,1,4,14,12,2
1,1,17,0,4,4,4,2,0,2,2,0,0,1,1,1,0,3,3,2,3,2,12,2
1,1,16,1,4,3,4,2,0,1,1,0,0,0,1,1,0,4,5,1,1,0,0,3
1,1,16,1,4,4,3,3,0,1,1,0,0,0,1,1,0,3,2,1,2,0,12,2
1,0,18,1,2,1,2,2,0,2,3,0,0,1,1,1,1,4,4,1,1,0,0,3
1,1,16,1,2,1,2,2,0,3,1,0,0,0,1,1,0,3,3,1,1,6,18,0
1,1,17,1,2,3,2,2,0,2,1,0,0,0,1,1,0,2,2,1,1,4,13,2
1,1,22,1,3,1,3,3,2,1,1,3,0,0,0,1,1,4,5,5,5,16,8,3
1,1,18,0,3,3,2,3,0,1,2,1,0,0,1,1,1,3,3,1,3,8,5,3
1,1,16,1,0,2,2,2,2,1,1,0,0,1,1,1,0,3,2,2,4,0,15,1
1,1,18,1,3,2,3,2,0,2,1,1,0,0,0,1,0,4,5,2,4,0,8,3
1,1,16,1,3,3,0,2,3,3,2,0,1,0,1,1,0,3,3,1,3,6,10,2
1,1,18,1,2,1,3,3,2,1,1,1,0,0,0,1,0,2,5,2,5,4,8,3
1,1,16,0,2,1,2,2,0,2,1,0,0,0,1,0,0,3,2,1,3,0,8,3
1,1,17,0,2,1,2,2,0,1,1,0,0,0,1,1,0,4,2,2,4,0,12,2
1,1,17,1,1,1,1,2,0,2,1,1,0,0,1,1,0,4,4,1,2,2,8,3
1,0,17,1,4,2,4,3,3,1,4,0,0,1,1,1,0,2,3,1,1,6,13,2
1,1,19,1,4,3,3,0,3,1,2,0,0,0,1,1,0,3,1,1,1,12,11,2
1,1,18,1,2,1,2,2,1,1,2,0,0,0,1,1,0,2,4,1,2,8,14,1
1,0,17,1,2,2,3,3,0,1,4,0,0,1,1,1,1,4,1,1,1,0,0,3
1,0,18,1,4,3,3,2,1,1,2,0,0,1,1,1,1,1,2,1,3,21,18,0
1,1,18,1,4,3,4,2,0,1,2,0,0,1,1,1,0,3,2,1,1,2,8,3
1,1,18,0,3,2,2,2,0,1,3,0,0,0,1,0,0,3,2,1,1,1,12,2
1,0,17,1,3,3,2,2,1,1,3,0,0,0,1,0,0,2,3,1,1,4,9,3
1,0,18,1,2,2,0,3,1,1,3,0,0,1,1,1,1,3,3,1,1,0,0,3
1,1,18,0,3,4,2,2,3,2,2,0,0,1,1,1,0,2,5,3,4,13,17,1
1,1,17,1,3,1,3,2,2,1,2,0,0,1,1,1,1,4,4,3,4,2,10,2
1,0,18,0,4,4,4,2,3,2,2,0,0,1,1,1,0,3,4,2,2,8,11,2
1,1,18,1,4,2,1,2,3,1,2,0,0,1,1,1,1,4,5,1,3,10,10,2
1,0,18,0,2,1,2,2,3,2,2,0,0,0,0,1,1,3,5,1,2,0,0,3
1,0,19,1,3,3,2,3,1,1,2,2,0,1,1,1,0,3,5,3,3,15,9,3
1,0,18,1,2,3,2,3,3,1,4,0,0,1,1,1,1,5,5,1,3,4,14,1
1,0,18,1,1,1,2,2,1,2,2,0,0,1,1,0,0,4,3,1,1,2,11,2
1,1,17,0,1,2,0,0,1,1,2,0,0,1,1,0,1,5,2,2,2,2,14,1
1,0,17,1,2,4,0,1,3,2,2,0,0,1,1,1,1,3,3,1,1,2,10,2
1,0,17,1,2,2,3,2,0,2,2,0,1,1,1,1,1,4,4,2,3,6,12,2
1,0,18,0,3,2,2,3,1,2,2,0,0,0,0,1,1,1,1,1,1,75,9,3
1,1,18,1,4,4,4,3,1,2,1,0,0,1,1,1,0,2,4,1,4,22,9,3
1,0,18,1,4,4,1,1,3,1,2,1,1,0,1,1,1,4,4,1,1,15,8,3
1,1,18,1,4,3,4,3,0,2,1,0,0,1,1,1,0,2,3,1,2,8,10,2
1,1,17,1,4,1,3,2,1,2,1,0,0,1,1,1,1,5,4,2,4,30,8,3
1,1,17,1,3,2,4,3,1,1,1,1,0,0,1,1,0,4,4,3,4,19,10,2
1,0,18,0,1,1,0,2,3,2,4,0,0,1,1,0,0,2,2,1,1,1,12,2
1,0,18,1,1,1,2,2,1,2,2,0,1,0,1,1,0,4,4,1,1,4,10,2
1,0,17,1,2,2,2,2,0,1,2,0,0,0,1,1,0,4,5,1,2,4,11,2
1,1,17,1,1,1,2,2,3,1,2,0,0,1,1,1,0,3,3,1,2,2,11,2
1,0,18,1,2,2,0,0,2,1,3,0,0,1,1,1,0,3,3,1,2,5,19,0
1,0,17,1,1,1,3,4,3,1,3,0,0,1,1,1,0,3,3,1,1,6,12,2
1,1,18,1,2,1,3,3,3,1,3,0,0,1,1,1,0,2,4,1,3,6,14,1
1,1,18,1,4,4,4,4,3,1,2,0,0,1,1,1,0,4,3,1,1,9,15,1
1,1,18,1,4,2,4,2,1,1,2,0,0,1,1,1,1,3,2,1,4,11,11,2
1,0,17,1,4,3,1,3,3,1,3,0,0,1,1,1,0,2,2,1,2,0,15,1
1,0,18,1,2,1,3,0,3,1,2,1,0,0,1,1,1,4,3,1,1,12,13,2
1,0,17,0,3,1,3,2,3,2,4,0,0,1,1,0,0,1,2,1,1,6,18,0
1,1,18,0,3,2,3,2,3,2,3,0,0,1,1,1,0,4,2,1,1,8,14,1
1,1,17,1,3,3,1,2,1,1,1,0,0,1,1,1,0,4,3,1,3,4,11,2
1,0,19,1,4,4,1,2,3,2,2,0,0,1,1,1,0,3,4,2,3,0,0,3
1,0,18,1,4,3,2,2,1,2,2,0,0,1,1,1,1,4,5,1,2,10,8,3
1,0,18,1,4,3,2,2,3,1,4,0,0,1,1,1,0,3,3,1,1,0,14,1
1,1,18,1,4,4,4,4,1,1,1,0,0,1,1,1,1,4,2,2,2,5,16,1
1,0,18,1,4,4,1,2,1,1,2,0,0,0,1,1,1,2,4,1,1,14,11,2
1,1,17,1,4,4,2,4,1,2,1,0,0,1,1,1,0,1,1,2,2,0,10,2
1,0,17,1,4,2,2,2,3,2,3,0,0,1,1,1,0,3,3,1,1,0,14,1
1,0,17,1,3,2,1,1,3,1,4,0,0,1,1,1,0,2,2,1,2,0,18,0
1,1,19,1,3,3,2,2,1,1,2,1,0,0,1,1,1,4,4,1,1,20,13,2
1,0,18,1,2,4,3,0,3,1,2,1,0,1,1,1,0,4,3,1,1,8,12,2
1,1,20,1,3,2,3,2,0,1,1,0,0,0,1,0,0,5,3,1,1,0,18,0
1,1,19,1,4,4,4,3,3,2,1,1,0,1,1,1,1,3,4,1,1,38,8,3
1,1,19,0,3,3,2,3,3,1,2,1,0,0,1,0,1,5,3,1,2,0,12,2
1,0,19,1,1,1,0,2,3,1,2,1,1,0,1,1,0,4,3,1,3,18,10,2
1,0,19,1,1,2,3,3,1,1,2,1,0,0,1,0,1,2,4,2,2,0,0,3
1,0,19,1,2,1,0,2,2,3,2,0,0,0,0,1,1,4,1,1,1,20,13,2
1,1,19,1,1,2,2,3,0,1,2,1,0,0,1,1,0,5,2,2,2,3,11,2
1,0,19,1,3,2,3,2,3,2,2,1,0,1,1,1,1,2,2,1,2,22,11,2
1,0,19,1,1,1,0,1,1,1,3,2,0,0,1,1,1,1,2,1,1,14,13,2
1,0,19,0,2,3,2,2,3,1,3,1,0,0,1,1,1,1,2,1,1,40,11,2
1,0,18,1,2,1,3,2,0,2,2,0,0,1,1,1,0,3,3,1,2,0,0,3
1,0,18,1,4,3,2,2,0,1,3,0,0,1,1,1,1,3,4,1,1,9,9,3
1,0,17,0,3,4,0,3,0,1,3,0,0,1,1,1,0,3,4,2,5,0,10,2
1,0,18,1,4,4,4,2,0,1,2,0,0,1,1,1,0,4,4,3,3,2,11,2
1,0,17,1,4,3,3,3,0,1,2,0,0,1,1,1,1,2,2,1,2,23,13,2
1,0,17,1,2,2,2,2,0,1,2,0,0,0,1,0,1,2,2,1,1,12,9,3
1,0,17,0,2,2,3,3,0,1,3,0,0,1,1,1,0,3,2,2,2,3,11,2
1,0,17,1,3,1,3,3,0,1,3,0,0,0,1,1,0,4,3,2,3,1,15,1
1,0,17,1,0,2,0,0,1,2,3,0,0,0,1,1,0,3,3,2,3,0,15,1
1,1,18,1,4,4,2,2,0,1,3,0,0,0,1,1,0,3,3,2,2,3,11,2
1,1,17,1,3,3,2,3,3,1,1,0,0,0,1,1,0,3,5,3,5,3,16,1
1,1,17,0,2,2,3,2,0,4,1,0,0,0,1,1,0,4,5,5,5,8,10,2
1,0,17,1,4,4,4,3,0,1,3,0,0,1,1,1,0,4,4,1,3,7,9,3
1,0,17,1,4,4,4,4,0,2,3,0,0,1,1,1,1,3,3,1,2,4,14,1
1,1,18,1,2,2,2,2,0,1,4,0,0,0,1,1,0,5,5,2,4,2,8,3
1,0,17,0,2,4,0,2,0,1,3,0,0,0,1,1,1,4,3,1,1,7,14,1
1,0,18,1,3,3,3,3,1,1,2,0,0,0,1,1,0,3,4,1,1,0,0,3
1,0,18,1,2,2,2,2,1,1,2,0,0,0,1,1,1,3,3,1,1,0,0,3
1,0,18,0,2,2,0,2,0,2,4,0,0,0,1,0,0,4,4,1,1,0,0,3
1,0,17,1,3,4,3,2,0,1,3,0,0,0,1,1,0,4,5,1,3,16,15,1
1,0,19,0,3,1,3,0,1,1,3,1,0,1,1,0,0,4,3,1,2,12,13,2
1,0,17,1,3,2,2,2,1,1,2,0,0,1,1,1,1,3,2,2,3,0,0,3
1,0,18,1,3,3,3,3,1,1,4,0,0,0,1,1,0,3,3,1,1,7,17,1
1,0,17,0,3,2,2,2,1,1,2,0,0,1,1,1,0,3,3,2,3,4,10,2
1,0,19,1,2,1,3,3,1,1,3,1,0,1,1,1,1,3,4,1,3,4,11,2
1,1,18,1,4,4,4,3,1,1,2,1,0,0,1,1,0,3,3,2,2,0,0,3
1,1,18,1,3,4,3,2,1,1,2,0,0,0,1,1,1,3,3,1,3,11,15,1
1,0,17,1,2,2,0,0,1,1,2,1,0,0,1,1,1,3,1,1,2,0,0,3
1,0,18,1,2,3,0,2,0,1,3,0,0,0,1,1,0,3,3,1,2,4,10,2
1,0,18,1,3,2,2,3,2,1,3,0,0,0,1,1,1,4,3,2,3,7,14,1
1,1,18,0,4,3,4,3,0,1,3,0,0,0,1,1,1,3,2,1,2,9,16,1
1,1,18,1,4,3,4,2,0,1,3,0,0,1,1,1,1,4,5,2,3,0,9,3
1,0,17,1,4,3,1,2,3,1,3,0,0,1,1,1,1,4,3,1,3,0,15,1
0,1,18,0,3,2,2,2,0,2,1,1,0,0,1,1,0,5,5,5,5,10,13,2
0,1,19,0,1,1,2,3,1,3,2,3,0,0,1,1,0,4,4,3,3,8,8,3
0,1,17,1,3,3,1,2,0,2,2,0,0,1,1,1,0,5,4,2,3,2,13,2
0,1,18,1,1,3,0,3,0,1,1,1,0,0,0,1,1,3,3,2,3,7,8,3
0,1,19,0,1,1,2,2,1,3,1,1,0,0,1,1,0,4,4,3,3,4,8,3
0,1,17,0,4,3,3,2,1,2,2,0,0,1,1,1,1,5,5,1,3,4,11,2
0,0,18,1,3,3,3,3,0,1,2,0,0,0,1,0,1,3,4,1,1,0,9,3
0,0,17,0,4,4,4,3,2,2,2,0,0,1,1,1,0,3,3,1,2,4,13,2
0,0,17,1,3,2,3,2,3,2,2,0,0,0,1,0,1,2,3,1,2,2,11,2
0,1,18,1,1,1,2,3,1,2,1,0,0,0,1,1,1,3,2,1,2,4,10,2
0,0,18,1,1,1,0,3,0,2,3,0,0,0,1,1,0,3,2,1,1,0,16,1
0,0,18,0,1,4,0,2,0,3,2,0,0,0,1,0,1,3,4,1,4,0,13,2
0,1,18,0,1,1,0,2,2,2,2,1,0,0,0,0,0,4,3,2,3,2,12,2
0,0,18,1,3,3,3,3,2,2,2,0,0,0,1,1,1,3,2,1,3,0,10,2
0,0,17,1,4,4,0,0,0,1,2,0,0,1,1,1,1,3,4,1,1,0,15,1
0,0,17,0,1,2,2,3,0,2,2,0,0,0,1,0,0,2,2,1,2,0,12,2
0,1,18,0,1,3,0,2,0,2,2,0,0,1,1,0,0,3,4,2,4,4,10,2
0,1,18,1,4,4,4,3,2,2,3,0,0,1,1,1,1,2,2,2,2,0,13,2
0,0,17,0,1,1,2,3,3,3,1,1,0,1,1,1,1,2,1,1,2,0,0,3
0,0,18,1,2,3,0,3,0,2,1,0,0,1,1,1,1,2,3,1,2,0,10,2
0,0,18,0,4,4,2,4,2,3,2,0,0,1,1,1,1,2,2,4,2,10,11,2
0,0,19,1,3,2,3,3,1,2,2,2,0,0,1,0,1,2,2,1,1,4,9,3
0,1,18,0,1,2,0,3,2,3,1,0,0,1,0,1,1,3,3,2,3,3,12,2
0,0,17,1,2,2,2,0,1,1,3,0,0,0,1,0,1,4,3,1,1,8,11,2
0,0,17,0,1,2,2,2,0,1,1,0,0,0,1,1,0,5,5,1,3,14,5,3
0,0,18,0,4,4,2,2,3,2,3,0,0,0,1,1,0,4,4,1,1,0,19,0
0,0,18,0,1,1,2,2,1,4,3,0,0,0,1,1,0,3,2,1,2,2,10,2
0,0,20,1,4,2,1,2,0,2,3,2,0,1,1,1,1,4,3,1,1,4,15,1
0,0,18,0,4,4,4,3,0,1,2,0,0,1,1,1,0,4,3,3,4,4,10,2
0,0,18,1,3,3,2,2,1,1,2,0,0,1,1,1,1,1,3,1,2,0,15,1
0,0,17,0,3,1,0,2,3,1,2,0,0,1,1,1,0,5,4,2,3,17,10,2
0,1,18,1,4,4,4,4,1,1,2,0,0,1,1,1,0,2,4,1,4,4,14,1
0,1,18,0,2,1,2,2,2,2,1,0,0,0,1,1,1,4,3,1,3,5,7,3
0,1,17,1,2,3,2,3,1,2,2,0,0,0,1,1,0,4,3,1,1,2,10,2
0,1,19,0,1,1,2,3,2,2,1,1,0,0,1,0,0,3,2,1,3,0,0,3
0,1,18,0,4,2,2,2,1,2,1,1,0,1,1,0,0,4,3,4,3,14,5,3
0,0,18,0,2,2,0,2,2,2,3,0,0,1,1,0,0,3,3,1,3,2,10,2
0,0,18,0,4,4,4,0,3,3,1,0,0,1,1,1,1,4,3,2,2,7,6,3
0,0,19,0,2,3,3,2,0,1,3,1,0,0,1,1,0,4,2,1,2,0,0,3
0,0,18,1,3,1,4,3,0,1,2,0,0,1,1,1,0,3,4,1,1,0,8,3
0,0,18,1,1,1,2,2,0,2,2,1,0,0,1,0,0,1,1,1,1,0,0,3
0,1,20,1,2,2,3,3,0,1,2,2,0,1,1,0,0,5,4,4,5,11,9,3
0,1,17,1,3,1,3,3,0,2,1,0,0,0,1,1,0,4,5,3,4,3,16,1
0,1,21,0,1,1,2,2,0,1,1,3,0,0,1,0,0,5,3,3,3,3,7,3
0,1,18,0,3,2,3,2,0,3,1,0,0,0,1,1,0,4,1,3,4,0,10,2
0,1,19,1,1,1,2,0,0,1,1,0,0,0,1,1,0,2,3,3,3,5,9,3
1,0,18,1,4,4,0,4,0,2,2,0,1,0,1,0,0,3,4,1,1,6,6,3
0,1,19,0,1,1,2,3,2,2,1,1,0,0,1,0,0,3,2,1,3,0,0,3
